sentence_id,Personne,sentence
790333,Personne relationnelle,"En outre, il est ajouté qu'à l'occasion de l'évaluation des modalités de recueil du
consentement, le comité détermine la nécessité éventuelle d'un délai de réflexion entre
l'information des personnes et le recueil de leur consentement."
790318,Personne relationnelle,"""Quel que
soit le mode de protection envisagé, celui qui intervient pour la personne ne s'y subsfitne en aucun
cas, il la représente ce qui n'est pas la même chose."
1380468,Genre/espèce humaine,"Il s’agit plutôt de familles de  pensée, ancrées dans la longue histoire humaine, vitalisées à chaque époque par des penseurs 
religieux et laïcs, partageant des interrogations sur l’immortalité, la place de l’homme 
dans un système social et finalement son destin dans l’univers."
600511,Personne à protéger,"- Les chercheurs travaillant sur les échantillons des collections doivent veiller à ce
que soient préservés les intérêts des personnes chez qui un prélèvement a été fait,
notamment en conservant les échantillons qui pourraient être ultérieurement
nécessaires à la mise en oeuvre de tests diagnostiques pratiqués chez euxmêmes
ou leur famille."
790005,Personne responsable et autonome,"Même si dans son esprit la loi n’établit pas de distinction a priori
entre les personnes qui se prêtent à une recherche, elle introduit une différence notionnelle (avec
ou sans « bénéfice individuel direct ») qui départage le champ des participants en deux sousensembles (les recherches avec bénéfice individuel direct ne concernant pas les volontaires sains)."
1120416,Corps humain,"Les recherches sur les cellules souches humaines se sont engagées dans quatre grandes  
voies :
•Les deux premières ont consisté à tenter d’imiter la nature."
580308,Personne relationnelle,"- Qu'il s'agisse d'actes de recherche ou d'actes de soin, le principe est le même (9) : la
personne doit être correctement informée."
940352,Individu ou sujet,"Les conditions de surpopulation et de promiscuité dans les cellules concernent  
essentiellement les personnes prévenues, présumées innocentes, détenues  dans les maisons 
d’arrêt."
1280420,Personne relationnelle,"Réaliser ce travail permettrait de 
mesurer ou d’appréhender par exemple le lien en tre autonomie et architecture, en quoi des 
dynamiques sont contributrices de reconnaissance des personnes âgées dans notre société, 
par les plus jeunes, de sens nouveau donné à la vie, de bénéfice «  social ou socio -
25 
 anthropologique  », de réduction de certai nes pathologies comme la dépression des 
personnes âgées."
1430245,Corps humain,"La première révolution concerne la 
médecine de précision qui consiste à développer des interventions ciblées prenant en 
compt e le profil génétique et environnemental de la personne."
1210221,Personne responsable et autonome,"En premier lieu, la liberté signifie 
bien sûr la possibilité pour chaque personne de se déterminer en fonction d ’une conception 
du bien qui lui est propre."
870470,Personne relationnelle,"Quels intérêts connus ou inconnus, quelle compétence ou 
incompétence de ce tiers pour juger de l’intérêt de la personne en cause, et pour traduire sa 
volonté réelle ?"
900430,Genre/espèce humaine,"D’une manière générale la question de l’accès aux origines touche la vérité de la procréation 
humaine dans sa doubl e dimension biologique et sociale."
940289,Individu ou sujet,"La circulaire du 10 janvier 2005 relative à l’actua lisation du guide méthodologique 
relatif à la prise en charge sanitaire des personne s détenues et à leur protection sociale 
indique, dans son chapitre « éléments d’actualisati on du guide (la prise en charge des 
personnes dépendantes et/ou handicapées) » que « l’ accueil en détention de personnes 
dépendantes âgées ou handicapées concerne un nombre  croissant de personnes détenues."
1020347,Personne à protéger,"Faute d’un accès des professionnels à une formation adaptée, on condamne les personnes atteintes de syndrome autistique, leur famille et les professionnels à l’échec et à l’épuisement."
930489,Corps humain,"En effet, les ligné es de cellules souches embryonnaires ne 
peuvent être obtenues que par prélèvement fait sur des embryons humains qui sont ensuite 
rejetés."
1380414,Genre/espèce humaine,"L’humilité comme contrepoids à l’hubris : l’humilité scientifique  
Les mutations génétiques faisant partie de la constitution même de l’individu, tout 
comme les variations chromosomiques, la question se pose de savoir si ces mutations 
relèvent d’une patholo gie ou d’une simple différence participant à la diversité de 
l’espèce humaine."
1301272,Individu ou sujet,"Ces données ne deviennent que secondairement des do nnées relatives à la santé, 
lorsque leur recoupement renseigne sur les paramètr es de santé ou les habitudes de 
vie d’une personne."
1360608,Personne relationnelle,"2.2 La personne de confiance : consacrer sa primauté auprès des 
professionnels et l'investir dans son rôle  
 
La personne de confiance 102, exclusivement désignée par le patient lorsqu’il 
est/était en mesure de le faire - ce qui prive de valeur juridique toute auto -
désignation, même par un proche - , a pour mission de p artager un message, une 
intention exprimée par l’intéressé 103."
1330120,Personne à protéger,"Il préconise  que les actions  menées  doivent  :  
 
- impérativement  ne pas être susceptibles  de nuire  à l’individu  ou à la collectivité  humaine  ;  
- être pertinentes,  en rapport  avec  l’état  de l’art,  minimisant  les risques  encourus  ;  
- respecter  l’autonomie  de la personne  qui doit être partie  prenante  de la décision  médicale  
ou scient ifique  dans  le cadre  d’un consentement  éclairé  ;  
- avoir  comme  but essentiel  d’amener  de la bienfaisance  individuelle  et /ou collective  ;  
- relever  enfin  tout à la fois de la justice,  de l’équité  et de la solidarité ."
600505,Corps humain,"Règles pour la conduite des recherches utilisant des collections d'échantillons
biologiques humains
- La motivation des individus pour participer à un programme de recherche en
génétique humaine est souvent le désir de hâter le progrès dans la connaissance, le
diagnostic, la prévention et le traitement de maux les affectant euxmêmes ou des
membres de leur famille."
1210241,Personne à protéger,"La l oi du 4 mars 2002 relative aux droits des malades et à la 
qualité du système de santé et la loi du 22 avril 2005 relative aux droits des malades et à  la 
fin de vie représentent, de fait, des étapes majeures dans l’affirmation des droits des 
personnes mala des et la prise en compte des enjeux complexes de la fin de vie."
140400,Personne responsable et autonome,"Le droit fondamental de la personne à disposer d'ellemême et de son libre choix doitil être
maintenu sans faille ?"
1280159,Personne responsable et autonome,"Lorsque dans notre 
société il y avait peu de personnes âgées, celles -ci étaient considérées comme des personnes «  sages, reconnues 
et respectées  »."
1030054,Personne relationnelle,"Ce serait expos er l’enfant au risque de la confiance absolue dans la restauration auditive grâce à un appareillage que d’écarter a priori tout contact avec les personne s sourdes, refuser en bloc la langue  des signes comme un spectre menaçant son intégration sociale et miser uniquement sur les pouvoi rs de la technologie ou de la chirurgie réparatrice."
380055,Personne à protéger,"Dans ce qui suit
on parlera de ""CCPPRC"" (Comités consultatifs de protection des personnes dans la recherche
comportementale), sans préjuger leur rapport avec les CCPPRB institués par la loi n° 881138 du 20 décembre 1988 (qui sera envisagé plus loin)."
880062,Personne à protéger,"Si la justice ne peut s’abriter derrière la médecine, elle doit, en revanche, 
assumer sa responsabilité de respecter avant tout la dignité des personnes soupçonnées 
d’infraction et en particulier à ce moment de la vie sans frontières réelles autres que celles 
établies par une date de naissance."
820095,Corps humain,"3° Les grandes brûlures de la face 
Il peut en effet paraître séduisant d’envisager le traitement d’une grande brûlure de la 
face par une allotransplantation d’un visage prélevé sur une personne en état de mort 
cérébrale."
870410,Personne responsable et autonome,"Enfin, comme on l’a vu, l’obligation de soin peut se heurter au refus des personnes avec des 
limites juridiques de dépassement de ce refus."
40085,Personne responsable et autonome,"En cas de contestation, la charge de la preuve incombe au service auprès duquel est exercé
le droit d'accès sauf lorsqu'il est établi que les informations contestées ont été
communiquées par la personne concernée ou avec son accord ..."
1290246,Genre/espèce humaine,"De véritables sauts qualitatifs sont en 
cours,  dans la représentation du corps et de son rapport à la personne (le génome, 
les données), aussi bien dans le sen s d’un progrès (diagnostic précoce, prévention, 
thérapeutique individualisée de précision) que de nouvelles fragilités (le 
vieillissement, les maladies chroniques)."
380007,Genre/espèce humaine,"Le CCNE constate qu'en France, depuis l'"" avis sur les essais de nouveaux traitements chez
l'homme  "" rendu par le CCNE le 9 octobre 1984, puis la "" loi sur la protection des personnes
qui se prêtent à des recherches biomédicales"" du 20 décembre 1988, les "" essais ou
expérimentations organisés et pratiqués sur l'être humain en vue du développement des
connaissances biologiques ou médicales"" se déroulent dans un cadre éthique et juridique
précis."
1240351,Corps humain,53 Article  164 du Code civil  : « l’examen des caractéristiques génétiques d’une personne ne peut être e ntrepris qu’à des fins médicales ou de recherche scientifique  ».
1280353,Personne relationnelle,"Plus récemment, la loi du 13 février 
2018 créant un dispositif de don de jours de repos non pris au bénéfice des proches aidants 
de personnes en perte d’autonomie ou présentant un handicap est venue renf orcer ce 
dispositif."
930238,Corps humain,"La Convention sur les droits de l’homme et la biomé decine, signée à Oviedo en 1997 mais 
non encore ratifiée par la France, prévoit à l’arti cle 18 « qu’il appartient à chaque pays de 
décider ou non d’autoriser la recherche sur l’embry on, en fixant le cas échéant les conditions 
et les limites de cette recherche et en interdisant  la constitution d’embryons humains aux fins 
de recherche »."
1281053,Personne relationnelle,"- La personne de confiance, désignée pour être en quelques sortes le porte -parole de la 
personne vulnérable lorsque celle -ci ne peut plus exprimer sa volonté  
- Lorsque l'état de santé de la personne le justifie, le juge des tutelles du tribunal  d'instance 
peut être contacté pour une mesure de protection juridique ( sauvegarde de justice, 
curatelle, ou tutelle) ."
1220661,Genre/espèce humaine,"La présente réflexion sur la neuro -amélioration biomédicale ouvre sur deux questionnements 
majeurs, l’un sur la santé, la recherche, la médecine et la protection sociale, l’autre sur la personne et 
la vie en société."
790262,Personne relationnelle,"Version du 27 mars 2003, disponible sur
http://www.sante.gouv.fr/htm/dossiers/loi_huriet/huriet_avantprojet.pdf

12

""En cas de recherches biomédicales à mettre en œuvre sur des personnes hors d’état
d’exprimer leur consentement qui ne sont pas sous tutelle, le consentement d’un membre
de la famille ou de la personne de confiance doit être recueilli préalablement à la mise en
œuvre de la recherche."
780133,Personne responsable et autonome,"Traitant des problèmes propres à la recherche portant sur des communautés plutôt que sur des
individus, il rappelait en particulier les procédures à encourager pour s’assurer d’un véritable
consentement éclairé."
850041,Personne relationnelle,"2 C’est ainsi que des personnes apparentées à des familles atteintes par des formes familiales 
de CJ se sont vues écartées d’établissements de soins au nom du principe de précaution."
1360635,Personne relationnelle,"136 
 
 
36 
  
2.3 La confiance par le recours maîtrisé à la compétence des autres tiers 
: représentant légal et famille  
 
En pratique, chacun des acteurs doit avoir pleinement conscience que le recours à 
un tiers, obéit à l’ordre de priorité suivant  : personne de confianc e, puis représentant légal, puis proches -aidants, hiérarchisées en fonction de leur proximité avec le 
patient, et de leur aptitude supposée à restituer ses préférences ou volontés."
450537,Individu ou sujet,"De plus il est important de relever,
comme le font les auteurs d'un récent article, que l'augmentation massive du nombre de
personnes professionnellement employées dans la recherche et l'intérêt grandissant du
public pour les activités scientifiques rendent les phénomènes d'inconduite beaucoup plus
typiques et qualitativement différents(32)."
450540,Individu ou sujet,"Et l'une des principales, sur
lesquelles il faut insister, est précisément qu'aujourd'hui les mauvaises pratiques mettent en
cause non plus seulement des individus mais des collectivités - y compris des collectivités
scientifiques dans leurs rapports avec les médias."
1150276,Genre/espèce humaine,"30 Entre 18 et 55 ans.31 David Le Breton, «Nulle société humaine ne perçoit le corps comme un cadavre indifférent après la mort  » in 
« Greffe », in Le dictionnaire du corps , sous la direction de Michela Marzano, PUF, 2007, p.417."
670228,Personne responsable et autonome,"La personne ayant subi cette interruption de grossesse doit avoir reçu au
préalable une information appropriée sur les finalités d’un tel prélèvement et elle doit ne
pas s’y être opposée."
490124,Personne à protéger,"Ces
questions ne peuvent évidemment être posées en dehors du contexte familial et
environnemental, et révèlent la grande inégalité devant laquelle se trouvent les couples de
personnes handicapées mentales confrontés à l'acceptation par leur entourage d'un projet
d'enfant."
670170,Personne responsable et autonome,"”
“ Lorsque l’identification est effectuée dans le cadre d'une recherche scie ntifique
encadrée, le consentement de la personne doit être au préalable recueilli."
1290829,Corps humain,"Dans tous les cas, l’examen ne serait réalisé qu’à partir d’éléments préservés du 
vivant de la personne, sauf autopsie post mortem ."
1330133,Genre/espèce humaine,"Vue d’une  perspective  humaine,  l'évolution  n’a jamais  « hésité  » à faire  
disparaître  des formes  de vie, des espèces,  qu’elle  avait  fait naître,  ainsi qu’en  témoignent  
les différentes  vagues  d’extinction  massive."
760104,Personne à protéger,"Mais en outre l'information donnée à cette
occasion et le formulaire signé préciseraient que ces personnes sont conscientes de la
signification de l'anomalie détectée, pour euxmêmes, pour leurs proches et leurs
apparentés, et insisteraient sur l'importance que cette information soit transmise, dans le
cas ou celleci permettrait d'éviter des dommages graves, éventuellement mortels, chez
des collatéraux atteints de cette affection génétique non détectée à temps."
980060,Genre/espèce humaine,"(*) Paul RICOEUR, Soimême comme un autre, Ed. du Seuil 1990, pp.3954 :«  La personne et la référence ident ifiante »  
 8  Le groupe social le plus large – en deçà de la com mune humanité – est dans nos sociétés celui 
qu’incarne  l’Etat."
1210579,Personne responsable et autonome,"La demande d ’une légalisation de l ’assistance au suicide, c'est -àdire d ’une a ide apportée à 
une personne afin qu ’elle exerce sa  « liberté  » de se suicider s ’inscrit donc dans un 
changement de perspective significatif – même si, pour certains, il y a une forme de 
continuité entre une telle évolution et 
."
1120683,Corps humain,On ne protège pas l’embryon humain de la destruction en interdisant la recherche.
1380513,Genre/espèce humaine,"138 
 
 
 32 CONCLUSION   
 
L'analyse sémantique du mot eugénisme a permis de montrer qu’il n'existe à ce jour 
en France aucune pratique qui en réunit les caractères intrinsèques, à savoir l’objectif 
explicite d e l’amélioration de l'espèce humaine, avec pour moyen la sélection des personnes par élimination ou contrôle reproductif, via une politique d’état coercitive."
490441,Personne à protéger,"S'agissant d'un viol ou ""des autres agressions sexuelles"" les peines encourues sont
aggravées lorsque les violences sont infligées ""à une personne dont la particulière
vulnérabilité due à son âge, à une maladie, à une infirmité, à une déficience physique ou
psychique ou à un état de grossesse, est apparente ou connue de son auteur."""
1280751,Individu ou sujet,"On découvre ainsi parfois des cancers très 
avancés chez des personnes âgées ayant pourtant été adressées régulièrement en 
consultation médicale au cours des dernières années."
1240400,Personne responsable et autonome,"Dès lors, l’autonomie de 
la personne se voit déstabilisée dans la mesure où le partage d’informations personnelles peut 
lui être imposé, et de nouvelles informations peuvent être prises en com pte par le sujet pour 
opérer des choix futurs de comportement et de vie , malgré l ’incertitude de ces informations   et 
la difficulté de leur interprétation ."
780186,Personne à protéger,"Enfin un protocole de recherche qui ne prendrait en compte ni le suivi de l’essai, ni surtout la
mise à disposition du traitement au long cours validé par cet essai, pour les personnes y ayant
participé, serait foncièrement inéthique."
10084,Corps humain,"- Utilisations à des fins scientifiques  : Il convient que l'embryon humain ne soit pas
considéré comme un matériau de laboratoire."
1291198,Personne relationnelle,"Cette garantie pourrait être assurée par, 
d’une part, des procédés de vérification régulière –  ciblée et aléatoire – des 
options de prise en charge proposées par les algorithmes d’aides à la décision  et, 
d’autre part, l’aménagement d’une capacité d’exercice d’un deuxième regard 
médical humain à la demande d’un patient ou d’un professionnel de santé, enfin 
par la reconnaissance de la nécessité de préserver la maîtrise finale du 
professionnel de santé, en interaction avec le patient, pour prendre les décisions 
appropriées en fonction de chaque situation spécifique."
840339,Genre/espèce humaine,"La dynamique culturelle que favorise cette mise à disposition d’une documentation
substantielle en éthique et en sciences humaines et sociales au profit des professionnels du
soin, ainsi que les conférencesdébats ouvertes gratuitement au grand public, font des Espaces
éthiques régionaux les ferments d’un renouvellement de la perception collective de l’hôpital
qui exprime un réel besoin de ceux qui y travaillent au quotidien."
1220563,Genre/espèce humaine,"« En substituant à des parties de notre corps des 
dispositifs bioniques bourrés d’électronique et autres avatars mécaniques, l ’humanité acquiert 
progressivement la capacité de pouvoir remplacer l’homo sapiens par une autre espèce humaine  » 
(Ferone 89 et Al., 2011)."
580213,Personne à protéger,"S'agissant du corps et de la santé, le respect de la personne est justifié par le principe de
l'inviolabilité du corps humain, plus souvent que par la liberté qu'aurait la personne de
décider ce qu'elle veut pour ellemême."
600492,Personne responsable et autonome,"- droit des personnes se prêtant à cette recherche biomédicale de connaître les buts
de cette recherche et d'avoir accès à toutes les informations les concernant, droit de
profiter des éventuelles améliorations diagnostiques ou thérapeutiques auxquelles
ces études pourraient conduire."
1400072,Individu ou sujet,"Aux défaillances  systémiques  de l’orga nisation  et des moyens  alloués  au système  de santé  s’ajoutent  des causes  liées  à l’évolution  des pratiques  soignantes  générées  par les équipes  médicales  elles -mêmes  (technicisation  du soin,  accroissement  
du nombre  d’ actes  techn iques  au détriment  d’une  approche  globale  et d’un accompagnement  humain  des patients),  à la complexité  de certaines  situations  (parfois  engendrées  par les avancées  de la médecine)  et aux transformations  structurelles  de 
                                                 
2 Rapport de l’administratrice en chef de la santé publique sur l’état de la santé publique au Canada 
2021, (2021), «  Une vision pour transformer le système de santé publique du Canada  », 140 p.  
3 M. de Andres, «  La Sanidad pública entra en barrena », La Ra zon, 08 mai 2022."
1300621,Corps humain,"Ce dernier 
élément – le passage d’un traitement humain des don nées à un traitement par la machine – rend inévitable l’intervention d’opérateurs  privés de l’internet pour le recueil, 
le stockage et l’utilisation des données intéressan t la santé."
1281047,Personne à protéger,"Comment une personne âgée pourrait -elle exercer ses droits réels lorsque tout 
s’oppose à cet exercice  ?"
1390800,Personne à protéger,"https://doi.org/10.1007/s 11017 -01909485 -w. 
 139 
  
62 
 personne n’aurait pas vérit ablement l’intention de se donner la mort."
640041,Corps humain,"Avec le gène nous
sommes au niveau moléculaire, où qualifier d'humaine la réalité en cause n'a guère de sens."
390090,Individu ou sujet,"Se trouvent, en effet, en cause l'individu traité et d'éventuelles
victimes menacées par son retour à la vie libre."
1040213,Individu ou sujet,"107117
Dossier médical personne l : aspects juridiques et déontologiques, Actes du Congrè s, Nancy, 
2005."
1120265,Corps humain,"Le même adjectif – surnuméraire – décrit donc deux situations complètement différentes en ce  
qui concerne le devenir de l’embryon humain  : le choix d’adjectifs différents trouverait ici  
sa pertinence et aiderait à une meilleure perception des questionnements éthiques."
270107,Corps humain,"Les banques de données
La masse des informations générées par les recherches du projet Génome humain et leur
diffusion ne peuvent plus se faire par les publications scientifiques."
80657,Corps humain,"Le champ de ce respect nécessaire est coextensif a celui de la personne -potentielle comme
réelleau sens large défini plus haut."
1291096,Personne relationnelle,"Cette 
démultiplication des capacités d’accès à l’information induit un bouleversement 
de la relation entre les personnes et les professionnels de santé."
1190328,Personne relationnelle,"4 S’assurer de la mise en place d’une ligne téléphonique d’accès permanent,  destinée 
aux  personnes qui souhaiteraient des conseils, et remplissant les conditions 
nécessaires de permanence , de réponse dans différentes  langue s, de gratuité."
950044,Personne à protéger,"Sur le risque de stigmatisation des enfants 
 
Un risque de la recherche biomédicale, et de la pra tique médicale, 
surtout dans des domaines qui modifient le regard q ue l’on peut porter sur 
une personne, et tout particulièrement sur un enfan t, est d’exercer des effets 
néfastes sur ceux qu’elle croit simplement désigner  de manière neutre et 
objective."
820284,Corps humain,"Les personnes défigurées pourraient ainsi retrouver un visage et une 
mobilité acceptables."
80651,Corps humain,Conséquences quant aux principes éthiques de la recherche sur l'embryon humain.
1140012,Individu ou sujet,DRH : Direction des ressources humaines.
1210979,Personne relationnelle,"cité, p.7  
73 
 
assisté pour ces personnes -là, à la condition qu'elles soient capables d'émettre un jugement 
libre (affaire Hass)."
600287,Personne à protéger,"Cependant, dès à présent, et sans considérer que la liste suivante soit limitative, il attire
l'attention du législateur sur un certain nombre de difficultés qui relèvent :
- de dispositions législatives soulevant des problèmes de fond,
- de dispositions législatives plus "" pratiques"" ("" direction de la recherche"" confiée à
un médecin),
- des décrets d'application,
- de l'application par les ministères,
- de procédures identiques pour des recherches dont les risques sur les personnes
qui s'y prêtent sont très inégaux,
- de la multiplicité et la complexité des formalités à remplir."
980215,Individu ou sujet,"»  
(R. 5314, alinéa 2) 
 
Les empreintes prélevées sur les autres personnes  ne peuvent être conservées audelà d'une durée 
de quarante ans  à compter, soit de la demande d'enregistrement, so it du jour où la condamnation 
est devenue définitive ou, si cette date n'est pas connue du gestionnaire du fichier, du jour de la 
condamnation, lorsqu'il s'agit des résultats des an alyses d'identification par empreintes génétiques 
des échantillons biologiques prélevés sur des perso nnes définitivement condamnées pour l'une des 
infractions mentionnées à l'article 70655."
50217,Individu ou sujet,"Ce Comité d'éthique devrait :
1) s'assurer de la pertinence des recherches épidémiologiques ou des actions préventives en
vue desquelles la collecte et le traitement des informations sont envisagés,
2) vérifier si ces recherches justifient cette collecte et ce traitement, compte tenu de
l'intérêt des personnes individuellement concernées et de l'intérêt public en général,
3) s'assurer que les organismes chargés de la collecte et du traitement fonctionnent sous la
responsabilité de médecins dont la compétence éprouvée et la haute autorité morale soient
indiscutables,
4) vérifier que ces organismes fonctionnent dans des conditions satisfaisant aux
prescriptions éventuellement édictées à cette fin."
1291478,Personne à protéger,"Le secret 
concerne non seuleme nt le mode de conception, mais l’identité de la personne qui a permis 
l’engendrement."
360052,Personne à protéger,"Ces essais doivent se conformer aux règles générales des
essais thérapeutiques, et en particulier à la loi du 20 décembre 1988 sur la protection des
personnes qui se prêtent à des recherches biomédicales."
1280090,Personne à protéger,"Nos sociétés, en confiant finalement la vieillesse et la fin de la vie à la médecine, ont confiné 
des personnes en raison de leur âge et de ses contingences, dans des «  lieux de vie  » souvent 
violents et parfois même maltraitants."
1430247,Personne relationnelle,"Enfin, la 
troisième révolution est le développement d’une médecine participative co -développée 
avec l’ensemble des personnes concernées (patients, aidants, personnels médical e t 
administratif)."
1360497,Personne responsable et autonome," Le consentement des personnes hospitalisées en santé mentale, ou détenue s  
Le principe de la recherche systématique du consentement doit être privilégié dans 
toute la mesure du possible quel que soit le contexte de contrainte initiale auquel est 
soumis la personne pour des raisons sanitaires et de protection des personnes, ou de 
condamnation en justice  ; tel est le cas des personnes hospitalisées sans leur consentement en psychiatrie ou des personnes privées de leur liberté d’aller et venir en raison d’un placement judicaire en détention."
1210491,Personne responsable et autonome,"Palliative medicine 2012;  27(6): 553 -561 
39 
 
D’autres enfin pensent que cette distinction n’est pas opérante en situation de phase 
avancée de la maladie  : ils estiment que la différence n’est pas radicale, lorsque la personne 
demande une accélération de la survenue de sa mort, entre d’une part débran cher un 
respirateur, arrêter d’alimenter et d’hydrater et injecter un produit sédatif - qui, dans ce 
contexte et selon la façon dont il est utilisé, peut accélérer la survenue de la mort - et 
d’autre part injecter un produit létal dans le but de faire mour ir la personne."
820207,Sentiment humain,"Mais cette réaction s’explique aussi par le fait que très 
généralement la personne défigurée est l’objet d’un rejet quasi instinctif."
1300048,Genre/espèce humaine,"Une « garantie humaine » est donc essentielle p our répondre de la rigueur méthodologique des différentes étapes du processus de re cueil et de traitement des données que sont : (i) la qualité et l’adéquation des données sélectionnées pour entrainer 
les algorithmes ; (ii) l’adéquation du choix des tr aitements algorithmiques à la question posée ; (iii) la vérification sur un jeu de do nnées indépendantes de la robustesse 
et de l’exactitude du résultat donné par l’algorith me."
140226,Individu ou sujet,"Il faut
d'ailleurs remarquer que la loi du 6 janvier 1978 sur l'informatique, les fichiers et les
libertés, dans ses articles 15 et 26, prévoit la possibilité, par une disposition réglementaire
prise sur avis conforme de la Commission nationale de l'informatique et des libertés ou, à
défaut, du Conseil d'Etat, de déroger à la règle d'après laquelle toute personne peut
s'opposer à un traitement informatisé de renseignements nominatifs la concernant, dès lors
qu'il s'agit d'un traitement opéré pour le compte de l'État, d'un établissement public, d'une
collectivité publique ou de personnes morales de droit privé gérant un service public."
500401,Personne responsable et autonome,"Quelle que soit l'issue d'un débat public sur cette question, le CCNE estime que la clé de
voûte de tout dispositif juridique en matière de stérilisation devra rester l'exigence d'un
cadre permettant une information précise sur la procédure et ses risques et un
consentement ou une prise de décision libres et éclairés de la personne concernée par
l'intervention."
980024,Corps humain,"L'image de l'iris est très complexe mais  pratiquement unique pour chaque individu (avec un 
risque d'erreur estimé à 1 sur 200 milliards) ; ell e n'est modifiée ni par l'âge ni par les maladies, ni 
par les activités professionnelles, et elle n'est p as effaçable."
900086,Genre/espèce humaine,"C’est à travers cette expérience de la 
reconna issance de soi par le groupe  que l’être humain prend conscience de lui, de son identité, qu’il structure ses 
relations à autrui et sa vision du monde ."
600307,Genre/espèce humaine,"- loi du 20 décembre 1988 modifiée
Rappel pour information : CCNE :
Avis n° 38 sur l'éthique de la recherche dans les sciences du comportement humain (1993)."
1440199,Personne à protéger,"La coexistence entre obligations et recommandations, source de 
confusion  
L’obligation vaccinale auprès des professionnels en milieu de soins  vise plusieurs objectifs, en fonction du profil de transmission de chaque maladie, du mode d’action du 
vaccin et de son niveau d’efficacité  : la protection individuelle contre les maladies visées en limitant le risque d’infection ou celui de développer un e forme grave, la protection des personnes soignées ou hébergées dans une démarche de réduction des 
risques de transmission par toutes les mesures possibles de sécurité, et une contribution à l’immunité collective ( herd immunity ) en population générale."
1110052,Genre/espèce humaine,"Les expositions de cadavres 
se borneraient à étendre l’accès au corps des personnes décédées à d’autres catégories de la 
population que celle des futurs praticiens."
1360295,Personne responsable et autonome,"PUF, 2009  
54 Il importe de so uligner que la capacité à consentir doit toujours être appréciée en situation, relativement à 
une décision thérapeutique particulière, et non en général, car une personne peut être capable de prendre 
certaines décisions et pas d’autres."
740179,Corps humain,"Quelques détails :
Espagne  : Toutes les banques de sang du cordon doivent respecter
le Décret Royal 411/1996 relative à l’utilisation de tissus humains, ainsi
que la directive spécifique que la Région Autonome ellemême doit
développer prochainement à ce sujet."
690037,Personne relationnelle,"Il est de la responsabilité des autorités publiques de sensibiliser à ce devoir d'information
les professionnels de santé, mais aussi l'ensemble des acteurs participant à la prise en
charge des personnes atteintes par le VIH."
900449,Personne à protéger,"Sans vouloir reprendre 
pour l’instant l’évaluation éthique de ces techniques, le CCN E veut souligner que l’accès aux 
origines, la parenté et la filiation est à évaluer précisément au regard du respect de l’égale 
dignité des personne s hum aines."
1290354,Personne à protéger,"La nature même des problèmes soulevés, qui 
mettent en cause bien souvent des individus incapables de s’exprimer impose 
alors l’intervention du législateur qui fixe un certain nombre de règles et de 
limites."
1210173,Personne relationnelle,"Le rôle de 
l’accompag nement, au -delà de ce qu ’il dit de notre humanité partagée, est de faciliter la 
mise en place d ’un projet de (fin de) vie et de soins adapté à la fois à la personne elle -même 
et au groupe."
1260984,Corps humain,"» (art.57 Code civil)  
 
Agence de la biomédecine : agence publique 
nationale de l’État  sous la tutelle du ministre 
de la Santé, l’agence de la biomédecine exerce 
ses missions dans quatre domaines  : le 
prélèvement et la greffe, la procréation, 
l’embryologie et la génétique humaines  ; elle  
est l’autorité de référence sur les aspects 
médicaux, scientifiques et éthiques d e ces 
domaines."
1280538,Personne à protéger,"Une politique respectueuse des personnes fragiles, qui se donnerait les moyens de 
les protéger et les considéreraient comme une richesse et non  une charge, honorerait la notion 
de démocratie."
710352,Personne à protéger,"2001

29 ""Livre blanc"" sur la protection des droits de l'homme et de la dignité des personnes
atteintes de troubles mentaux, en particulier de celles placées comme patients involontaires

en psychiatrie."
940071,Individu ou sujet,"La situation des détenus dans les prisons français es a récemment fait l’objet d’une 
série de rapports alarmants, dont ceux du Sénat ( Prisons : une humiliation pour la 
République ) et de l’Assemblée Nationale ( La France face à ses prisons ) en 2000 ; de 
l’Inspection Générale des Affaires sociales (IGAS) et de l’Inspection Générale des Services 
Judiciaires (IGSJ) ( L’organisation des soins aux détenus : rapport d’év aluation ) en 2001 ; de 
l’Académie de Médecine ( Situations pathologiques pouvant relever d’une susp ension de 
peine, pour raison médicale, des personnes condamné es, suite à l’article 7201-1 du code 
civil de procédure pénale  ) et du Conseil National du Sida ( Note valant Avis sur la suspension 
de peine pour raisons médicales ) en 2003 ; de la Commission Nationale  Consultative des 
Droits de l’Homme ( Etude sur les droits de l’homme en prison ) en 2004 ; du Commissaire 
aux Droits de l’Homme du Conseil de l’Europe ( Sur le respect effectif des Droits de l’Homme 
en France ) en 2005 ; du Conseil Economique et Social ( Les conditions de la réinsertion 
socioprofessionnelle des détenus en France ) et de nouveau de la Commission Nationale 
Consultative des Droits de l’Homme ( Etude sur l’accès aux soins des personnes détenues ) en 
2006."
1010261,Individu ou sujet,"En effet, 
l'abandon de l'accueil des personnes vulnérables en  situation précaire est 
pourvoyeur de divers coûts indirects pour la sociét é 20 ."
